Timestamp,Battery_Percentage
2024-07-31 15:10:39,100%
2024-07-31 15:11:10,100%
2024-07-31 15:11:39,100%
2024-07-31 15:12:10,100%
2024-07-31 15:12:39,100%
2024-07-31 15:13:10,100%
2024-07-31 15:13:39,100%
2024-07-31 15:14:11,100%
2024-07-31 15:14:40,100%
2024-07-31 15:15:11,100%
2024-07-31 15:15:40,100%
2024-07-31 15:16:11,100%
2024-07-31 15:16:40,100%
2024-07-31 15:17:11,100%
2024-07-31 15:17:40,100%
2024-07-31 15:18:11,100%
2024-07-31 15:18:40,100%
2024-07-31 15:19:12,100%
2024-07-31 15:19:40,100%
2024-07-31 15:20:12,100%
2024-07-31 15:20:41,100%
2024-07-31 15:21:12,100%
2024-07-31 15:21:41,100%
2024-07-31 15:22:12,100%
2024-07-31 15:22:41,100%
2024-07-31 15:23:12,100%
2024-07-31 15:23:41,100%
2024-07-31 15:24:12,100%
2024-07-31 15:24:41,100%
2024-07-31 15:25:12,100%
2024-07-31 15:25:41,100%
2024-07-31 15:26:12,100%
2024-07-31 15:26:41,100%
2024-07-31 15:27:12,100%
2024-07-31 15:27:41,100%
2024-07-31 15:28:12,100%
2024-07-31 15:28:41,100%
2024-07-31 15:29:12,100%
2024-07-31 15:29:41,100%
2024-07-31 15:30:13,100%
2024-07-31 15:30:41,100%
2024-07-31 15:31:13,100%
2024-07-31 15:31:42,100%
2024-07-31 15:32:13,100%
2024-07-31 15:32:42,100%
2024-07-31 15:33:13,100%
2024-07-31 15:33:42,100%
2024-07-31 15:34:13,100%
2024-07-31 15:34:42,100%
2024-07-31 15:35:13,100%
2024-07-31 15:35:43,100%
2024-07-31 15:36:13,100%
2024-07-31 15:36:43,100%
2024-07-31 15:37:14,100%
2024-07-31 15:37:43,100%
2024-07-31 15:38:14,100%
2024-07-31 15:38:43,100%
2024-07-31 15:39:14,100%
2024-07-31 15:39:43,100%
2024-07-31 15:40:15,100%
2024-07-31 15:40:43,100%
2024-07-31 15:41:15,100%
2024-07-31 15:41:44,100%
2024-07-31 15:42:15,100%
2024-07-31 15:42:44,100%
2024-07-31 15:43:15,100%
2024-07-31 15:43:44,100%
2024-07-31 15:44:15,100%
2024-07-31 15:44:44,100%
2024-07-31 15:45:15,100%
2024-07-31 15:45:44,100%
2024-07-31 15:46:16,100%
2024-07-31 15:46:44,100%
2024-07-31 15:47:16,100%
2024-07-31 15:47:45,100%
2024-07-31 15:48:16,100%
2024-07-31 15:48:45,100%
2024-07-31 15:49:16,100%
2024-07-31 15:49:45,100%
2024-07-31 15:50:16,100%
2024-07-31 15:50:45,100%
2024-07-31 15:51:16,100%
2024-07-31 15:51:45,100%
2024-07-31 15:52:16,100%
2024-07-31 15:52:45,100%
2024-07-31 15:53:16,100%
2024-07-31 15:53:45,100%
2024-07-31 15:54:16,100%
2024-07-31 15:54:45,100%
2024-07-31 15:55:16,100%
2024-07-31 15:55:45,100%
2024-07-31 15:56:16,100%
2024-07-31 15:56:45,100%
2024-07-31 15:57:16,100%
2024-07-31 15:57:45,100%
2024-07-31 15:58:17,100%
2024-07-31 15:58:45,100%
2024-07-31 15:59:17,100%
2024-07-31 15:59:45,100%
2024-07-31 16:00:17,100%
2024-07-31 16:00:46,100%
2024-07-31 16:01:17,100%
2024-07-31 16:01:46,100%
2024-07-31 16:02:17,100%
2024-07-31 16:02:46,100%
2024-07-31 16:03:17,100%
2024-07-31 16:03:46,100%
2024-07-31 16:04:17,100%
2024-07-31 16:04:46,100%
2024-07-31 16:05:18,100%
2024-07-31 16:05:47,100%
2024-07-31 16:06:18,100%
2024-07-31 16:06:47,100%
2024-07-31 16:07:18,100%
2024-07-31 16:07:47,100%
2024-07-31 16:08:18,100%
2024-07-31 16:08:47,100%
2024-07-31 16:09:18,100%
2024-07-31 16:09:47,100%
2024-07-31 16:10:18,100%
2024-07-31 16:10:47,100%
2024-07-31 16:11:18,100%
2024-07-31 16:11:47,100%
2024-07-31 16:12:18,100%
2024-07-31 16:12:47,100%
2024-07-31 16:13:18,100%
2024-07-31 16:13:47,100%
2024-07-31 16:14:19,100%
2024-07-31 16:14:48,100%
2024-07-31 16:15:19,100%
2024-07-31 16:15:48,100%
2024-07-31 16:16:19,100%
2024-07-31 16:16:48,100%
2024-07-31 16:17:19,100%
2024-07-31 16:17:48,100%
2024-07-31 16:18:19,100%
2024-07-31 16:18:48,100%
2024-07-31 16:19:19,100%
2024-07-31 16:19:48,100%
2024-07-31 16:20:19,100%
2024-07-31 16:20:48,100%
2024-07-31 16:21:19,100%
2024-07-31 16:21:48,100%
2024-07-31 16:22:19,100%
2024-07-31 16:22:48,100%
2024-07-31 16:23:20,100%
2024-07-31 16:23:48,100%
2024-07-31 16:24:20,100%
2024-07-31 16:24:49,100%
2024-07-31 16:25:20,100%
2024-07-31 16:25:49,100%
2024-07-31 16:26:20,100%
2024-07-31 16:26:49,100%
2024-07-31 16:27:20,100%
2024-07-31 16:27:49,100%
2024-07-31 16:28:20,100%
2024-07-31 16:28:49,100%
2024-07-31 16:29:20,100%
2024-07-31 16:29:49,100%
2024-07-31 16:30:20,100%
2024-07-31 16:30:49,100%
2024-07-31 16:31:20,100%
2024-07-31 16:31:49,100%
2024-07-31 16:32:20,100%
2024-07-31 16:32:49,100%
2024-07-31 16:33:20,100%
2024-07-31 16:33:49,100%
2024-07-31 16:34:21,100%
2024-07-31 16:34:50,100%
2024-07-31 16:35:21,100%
2024-07-31 16:35:50,100%
2024-07-31 16:36:21,100%
2024-07-31 16:36:50,100%
2024-07-31 16:37:21,100%
2024-07-31 16:37:50,100%
2024-07-31 16:38:21,100%
2024-07-31 16:38:50,100%
2024-07-31 16:39:21,100%
2024-07-31 16:39:50,100%
2024-07-31 16:40:21,100%
2024-07-31 16:40:50,100%
2024-07-31 16:41:21,100%
2024-07-31 16:41:50,100%
2024-07-31 16:42:22,100%
2024-07-31 16:42:51,100%
2024-07-31 16:43:22,100%
2024-07-31 16:43:51,100%
2024-07-31 16:44:22,100%
2024-07-31 16:44:51,100%
2024-07-31 16:45:22,100%
2024-07-31 16:45:51,100%
2024-07-31 16:46:22,100%
2024-07-31 16:46:51,100%
2024-07-31 16:47:22,100%
2024-07-31 16:47:51,100%
2024-07-31 16:48:23,100%
2024-07-31 16:48:52,100%
2024-07-31 16:49:23,100%
2024-07-31 16:49:52,100%
2024-07-31 16:50:23,100%
2024-07-31 16:50:52,100%
2024-07-31 16:51:23,100%
2024-07-31 16:51:52,100%
2024-07-31 16:52:23,100%
2024-07-31 16:52:52,100%
2024-07-31 16:53:23,100%
2024-07-31 16:53:52,100%
2024-07-31 16:54:23,100%
2024-07-31 16:54:52,100%
2024-07-31 16:55:23,100%
2024-07-31 16:55:52,100%
2024-07-31 16:56:23,100%
2024-07-31 16:56:52,100%
2024-07-31 16:57:23,100%
2024-07-31 16:57:52,100%
2024-07-31 16:58:23,100%
2024-07-31 16:58:52,100%
2024-07-31 16:59:23,100%
2024-07-31 16:59:52,100%
2024-07-31 17:00:23,100%
2024-07-31 17:00:52,100%
2024-07-31 17:01:23,100%
2024-07-31 17:01:52,100%
2024-07-31 17:02:23,100%
2024-07-31 17:02:52,100%
2024-07-31 17:03:23,100%
2024-07-31 17:03:52,100%
2024-07-31 17:04:24,100%
2024-07-31 17:04:52,100%
2024-07-31 17:05:24,100%
2024-07-31 17:05:53,100%
2024-07-31 17:06:24,100%
2024-07-31 17:06:53,100%
2024-07-31 17:07:24,100%
2024-07-31 17:07:53,100%
2024-07-31 17:08:24,100%
2024-07-31 17:08:53,100%
2024-07-31 17:09:24,100%
2024-07-31 17:09:53,100%
2024-07-31 17:10:24,100%
2024-07-31 17:10:53,100%
2024-07-31 17:11:24,100%
2024-07-31 17:11:53,100%
2024-07-31 17:12:24,100%
2024-07-31 17:12:53,100%
2024-07-31 17:13:24,100%
2024-07-31 17:13:53,100%
2024-07-31 17:14:24,100%
2024-07-31 17:14:53,100%
2024-07-31 17:15:24,100%
2024-07-31 17:15:53,100%
2024-07-31 17:16:24,100%
2024-07-31 17:16:53,100%
2024-07-31 17:17:24,100%
2024-07-31 17:17:53,100%
2024-07-31 17:18:24,100%
2024-07-31 17:18:53,100%
2024-07-31 17:19:24,100%
2024-07-31 17:19:53,100%
2024-07-31 17:20:24,100%
2024-07-31 17:20:53,100%
2024-07-31 17:21:24,100%
2024-07-31 17:21:53,100%
2024-07-31 17:22:24,100%
2024-07-31 17:22:53,100%
2024-07-31 17:23:24,100%
2024-07-31 17:23:53,100%
2024-07-31 17:24:25,100%
2024-07-31 17:24:54,100%
2024-07-31 17:25:25,100%
2024-07-31 17:25:54,100%
2024-07-31 17:26:25,100%
2024-07-31 17:26:54,100%
2024-07-31 17:27:25,100%
2024-07-31 17:27:54,100%
2024-07-31 17:28:25,100%
2024-07-31 17:28:54,100%
2024-07-31 17:29:25,100%
2024-07-31 17:29:54,100%
2024-07-31 17:30:25,100%
2024-07-31 17:30:54,100%
2024-07-31 17:31:25,100%
2024-07-31 17:31:54,100%
2024-07-31 17:32:25,100%
2024-07-31 17:32:54,100%
2024-07-31 17:33:25,100%
2024-07-31 17:33:54,100%
2024-07-31 17:34:25,100%
2024-07-31 17:34:54,100%
2024-07-31 17:35:25,100%
2024-07-31 17:35:54,100%
2024-07-31 17:36:25,100%
2024-07-31 17:36:54,100%
2024-07-31 17:37:25,100%
2024-07-31 17:37:54,100%
2024-07-31 17:38:25,100%
2024-07-31 17:38:54,100%
2024-07-31 17:39:25,100%
2024-07-31 17:39:54,100%
2024-07-31 17:40:25,100%
2024-07-31 17:40:54,100%
2024-07-31 17:41:25,100%
2024-07-31 17:41:54,100%
2024-07-31 17:42:25,100%
2024-07-31 17:42:54,100%
2024-07-31 17:43:26,100%
2024-07-31 17:43:54,100%
2024-07-31 17:44:26,100%
2024-07-31 17:44:55,100%
2024-07-31 17:45:26,100%
2024-07-31 17:45:55,100%
2024-07-31 17:46:26,100%
2024-07-31 17:46:55,100%
2024-07-31 17:47:26,100%
2024-07-31 17:47:55,100%
2024-07-31 17:48:26,100%
2024-07-31 17:48:55,100%
2024-07-31 17:49:26,100%
2024-07-31 17:49:55,100%
2024-07-31 17:50:26,100%
2024-07-31 17:50:55,100%
2024-07-31 17:51:26,100%
2024-07-31 17:51:55,100%
2024-07-31 17:52:26,100%
2024-07-31 17:52:55,100%
2024-07-31 17:53:26,100%
2024-07-31 17:53:55,100%
2024-07-31 17:54:26,100%
2024-07-31 17:54:55,100%
2024-07-31 17:55:26,100%
2024-07-31 17:55:55,100%
2024-07-31 17:56:26,100%
2024-07-31 17:56:55,100%
2024-07-31 17:57:26,100%
2024-07-31 17:57:55,100%
2024-07-31 17:58:26,100%
2024-07-31 17:58:55,100%
2024-07-31 17:59:26,100%
2024-07-31 17:59:55,100%
2024-07-31 18:00:26,100%
2024-07-31 18:00:55,100%
2024-07-31 18:01:26,100%
2024-07-31 18:01:55,99%
2024-07-31 18:02:26,99%
2024-07-31 18:02:55,99%
2024-07-31 18:03:27,99%
2024-07-31 18:03:55,98%
2024-07-31 18:04:27,98%
2024-07-31 18:04:56,98%
2024-07-31 18:05:27,98%
2024-07-31 18:05:56,98%
2024-07-31 18:06:27,98%
2024-07-31 18:06:56,98%
2024-07-31 18:07:27,98%
2024-07-31 18:07:56,97%
2024-07-31 18:08:27,97%
2024-07-31 18:08:56,97%
2024-07-31 18:09:27,97%
2024-07-31 18:09:56,97%
2024-07-31 18:10:27,97%
2024-07-31 18:10:56,97%
2024-07-31 18:11:27,97%
2024-07-31 18:11:56,96%
2024-07-31 18:12:27,96%
2024-07-31 18:12:56,96%
2024-07-31 18:13:27,96%
2024-07-31 18:13:56,96%
2024-07-31 18:14:27,96%
2024-07-31 18:14:56,96%
2024-07-31 18:15:27,96%
2024-07-31 18:15:56,95%
2024-07-31 18:16:27,95%
2024-07-31 18:16:56,95%
2024-07-31 18:17:27,95%
2024-07-31 18:17:56,95%
2024-07-31 18:18:27,95%
2024-07-31 18:18:56,95%
2024-07-31 18:19:27,95%
2024-07-31 18:19:56,94%
2024-07-31 18:20:27,94%
2024-07-31 18:20:56,94%
2024-07-31 18:21:27,94%
2024-07-31 18:21:56,94%
2024-07-31 18:22:27,94%
2024-07-31 18:22:56,94%
2024-07-31 18:23:27,94%
2024-07-31 18:23:56,93%
2024-07-31 18:24:28,93%
2024-07-31 18:24:56,93%
2024-07-31 18:25:28,93%
2024-07-31 18:25:56,93%
2024-07-31 18:26:28,93%
2024-07-31 18:26:57,93%
2024-07-31 18:27:28,93%
2024-07-31 18:27:57,92%
2024-07-31 18:28:28,92%
2024-07-31 18:28:57,92%
2024-07-31 18:29:28,92%
2024-07-31 18:29:57,92%
2024-07-31 18:30:28,92%
2024-07-31 18:30:57,92%
2024-07-31 18:31:28,92%
2024-07-31 18:31:57,91%
2024-07-31 18:32:28,91%
2024-07-31 18:32:57,91%
2024-07-31 18:33:28,91%
2024-07-31 18:33:57,90%
2024-07-31 18:34:28,90%
2024-07-31 18:34:57,90%
2024-07-31 18:35:28,90%
2024-07-31 18:35:57,90%
2024-07-31 18:36:28,90%
2024-07-31 18:36:57,90%
2024-07-31 18:37:28,90%
2024-07-31 18:37:57,89%
2024-07-31 18:38:28,89%
2024-07-31 18:38:57,89%
2024-07-31 18:39:28,89%
2024-07-31 18:39:57,89%
2024-07-31 18:40:28,89%
2024-07-31 18:40:57,89%
2024-07-31 18:41:28,89%
2024-07-31 18:41:57,88%
2024-07-31 18:42:28,88%
2024-07-31 18:42:57,88%
2024-07-31 18:43:28,88%
2024-07-31 18:43:57,88%
2024-07-31 18:44:28,88%
2024-07-31 18:44:57,88%
2024-07-31 18:45:29,88%
2024-07-31 18:45:57,87%
2024-07-31 18:46:29,87%
2024-07-31 18:46:57,87%
2024-07-31 18:47:29,87%
2024-07-31 18:47:58,87%
2024-07-31 18:48:29,87%
2024-07-31 18:48:58,87%
2024-07-31 18:49:29,87%
2024-07-31 18:49:58,86%
2024-07-31 18:50:29,86%
2024-07-31 18:50:58,86%
2024-07-31 18:51:29,86%
2024-07-31 18:51:58,86%
2024-07-31 18:52:29,86%
2024-07-31 18:52:58,86%
2024-07-31 18:53:29,86%
2024-07-31 18:53:58,85%
2024-07-31 18:54:29,85%
2024-07-31 18:54:58,85%
2024-07-31 18:55:29,85%
2024-07-31 18:55:58,85%
2024-07-31 18:56:29,85%
2024-07-31 18:56:58,85%
2024-07-31 18:57:29,85%
2024-07-31 18:57:58,84%
2024-07-31 18:58:29,84%
2024-07-31 18:58:58,84%
2024-07-31 18:59:29,84%
2024-07-31 18:59:58,84%
2024-07-31 19:00:29,84%
2024-07-31 19:00:58,84%
2024-07-31 19:01:29,84%
2024-07-31 19:01:58,83%
2024-07-31 19:02:29,83%
2024-07-31 19:02:58,83%
2024-07-31 19:03:29,83%
2024-07-31 19:03:58,82%
2024-07-31 19:04:29,82%
2024-07-31 19:04:58,82%
2024-07-31 19:05:29,82%
2024-07-31 19:05:58,82%
2024-07-31 19:06:30,82%
2024-07-31 19:06:58,82%
2024-07-31 19:07:30,82%
2024-07-31 19:07:58,81%
2024-07-31 19:08:30,81%
2024-07-31 19:08:59,81%
2024-07-31 19:09:30,81%
2024-07-31 19:09:59,81%
2024-07-31 19:10:30,81%
2024-07-31 19:10:59,81%
2024-07-31 19:11:30,81%
2024-07-31 19:11:59,80%
2024-07-31 19:12:30,80%
2024-07-31 19:12:59,80%
2024-07-31 19:13:30,80%
2024-07-31 19:13:59,80%
2024-07-31 19:14:30,80%
2024-07-31 19:14:59,80%
2024-07-31 19:15:30,80%
2024-07-31 19:15:59,79%
2024-07-31 19:16:30,79%
2024-07-31 19:16:59,79%
2024-07-31 19:17:30,79%
2024-07-31 19:17:59,79%
2024-07-31 19:18:30,79%
2024-07-31 19:18:59,79%
2024-07-31 19:19:30,79%
2024-07-31 19:19:59,78%
2024-07-31 19:20:30,78%
2024-07-31 19:20:59,78%
2024-07-31 19:21:30,78%
2024-07-31 19:21:59,78%
2024-07-31 19:22:30,78%
2024-07-31 19:22:59,78%
2024-07-31 19:23:30,78%
2024-07-31 19:23:59,77%
2024-07-31 19:24:30,77%
2024-07-31 19:24:59,77%
2024-07-31 19:25:30,77%
2024-07-31 19:25:59,77%
2024-07-31 19:26:31,77%
2024-07-31 19:26:59,77%
2024-07-31 19:27:31,77%
2024-07-31 19:27:59,76%
2024-07-31 19:28:31,76%
2024-07-31 19:28:59,76%
2024-07-31 19:29:31,76%
2024-07-31 19:30:00,75%
2024-07-31 19:30:31,75%
2024-07-31 19:31:00,75%
2024-07-31 19:31:31,75%
2024-07-31 19:32:00,75%
2024-07-31 19:32:31,75%
2024-07-31 19:33:00,75%
2024-07-31 19:33:31,75%
2024-07-31 19:34:00,74%
2024-07-31 19:34:31,74%
2024-07-31 19:35:00,74%
2024-07-31 19:35:31,74%
2024-07-31 19:36:00,74%
2024-07-31 19:36:31,74%
2024-07-31 19:37:00,74%
2024-07-31 19:37:31,74%
2024-07-31 19:38:00,73%
2024-07-31 19:38:31,73%
2024-07-31 19:39:00,73%
2024-07-31 19:39:31,73%
2024-07-31 19:40:00,73%
2024-07-31 19:40:31,73%
2024-07-31 19:41:00,73%
2024-07-31 19:41:31,73%
2024-07-31 19:42:00,72%
2024-07-31 19:42:31,72%
2024-07-31 19:43:00,72%
2024-07-31 19:43:31,72%
2024-07-31 19:44:00,72%
2024-07-31 19:44:31,72%
2024-07-31 19:45:00,72%
2024-07-31 19:45:31,72%
2024-07-31 19:46:00,71%
2024-07-31 19:46:31,71%
2024-07-31 19:47:00,71%
2024-07-31 19:47:32,71%
2024-07-31 19:48:00,70%
2024-07-31 19:48:32,70%
2024-07-31 19:49:00,70%
2024-07-31 19:49:32,70%
2024-07-31 19:50:00,70%
2024-07-31 19:50:32,70%
2024-07-31 19:51:00,70%
2024-07-31 19:51:32,70%
2024-07-31 19:52:01,69%
2024-07-31 19:52:32,69%
2024-07-31 19:53:01,69%
2024-07-31 19:53:32,69%
2024-07-31 19:54:01,69%
2024-07-31 19:54:32,69%
2024-07-31 19:55:01,69%
2024-07-31 19:55:32,69%
2024-07-31 19:56:01,68%
2024-07-31 19:56:32,68%
2024-07-31 19:57:01,68%
2024-07-31 19:57:32,68%
2024-07-31 19:58:01,68%
2024-07-31 19:58:32,68%
2024-07-31 19:59:01,68%
2024-07-31 19:59:32,68%
2024-07-31 20:00:01,67%
2024-07-31 20:00:32,67%
2024-07-31 20:01:01,67%
2024-07-31 20:01:32,67%
2024-07-31 20:02:01,67%
2024-07-31 20:02:32,67%
2024-07-31 20:03:01,67%
2024-07-31 20:03:32,67%
2024-07-31 20:04:01,66%
2024-07-31 20:04:32,66%
2024-07-31 20:05:01,66%
2024-07-31 20:05:32,66%
2024-07-31 20:06:01,65%
2024-07-31 20:06:32,65%
2024-07-31 20:07:01,65%
2024-07-31 20:07:32,65%
2024-07-31 20:08:01,65%
2024-07-31 20:08:33,65%
2024-07-31 20:09:01,65%
2024-07-31 20:09:33,65%
2024-07-31 20:10:01,64%
2024-07-31 20:10:33,64%
2024-07-31 20:11:01,64%
2024-07-31 20:11:33,64%
2024-07-31 20:12:02,64%
2024-07-31 20:12:33,64%
2024-07-31 20:13:02,64%
2024-07-31 20:13:33,64%
2024-07-31 20:14:02,63%
2024-07-31 20:14:33,63%
2024-07-31 20:15:02,63%
2024-07-31 20:15:33,63%
2024-07-31 20:16:02,63%
2024-07-31 20:16:33,63%
2024-07-31 20:17:02,63%
2024-07-31 20:17:33,63%
2024-07-31 20:18:02,62%
2024-07-31 20:18:33,62%
2024-07-31 20:19:02,62%
2024-07-31 20:19:33,62%
2024-07-31 20:20:02,61%
2024-07-31 20:20:33,61%
2024-07-31 20:21:02,61%
2024-07-31 20:21:33,61%
2024-07-31 20:22:02,61%
2024-07-31 20:22:33,61%
2024-07-31 20:23:02,61%
2024-07-31 20:23:33,61%
2024-07-31 20:24:02,60%
2024-07-31 20:24:33,60%
2024-07-31 20:25:02,60%
2024-07-31 20:25:33,60%
2024-07-31 20:26:02,60%
2024-07-31 20:26:33,60%
2024-07-31 20:27:02,60%
2024-07-31 20:27:33,60%
2024-07-31 20:28:02,59%
2024-07-31 20:28:33,59%
2024-07-31 20:29:02,59%
2024-07-31 20:29:34,59%
2024-07-31 20:30:02,59%
2024-07-31 20:30:34,59%
2024-07-31 20:31:02,59%
2024-07-31 20:31:34,59%
2024-07-31 20:32:02,58%
2024-07-31 20:32:34,58%
2024-07-31 20:33:02,58%
2024-07-31 20:33:34,58%
2024-07-31 20:34:03,58%
2024-07-31 20:34:34,58%
2024-07-31 20:35:03,58%
2024-07-31 20:35:34,58%
2024-07-31 20:36:03,57%
2024-07-31 20:36:34,57%
2024-07-31 20:37:03,57%
2024-07-31 20:37:34,57%
2024-07-31 20:38:03,56%
2024-07-31 20:38:34,56%
2024-07-31 20:39:03,56%
2024-07-31 20:39:34,56%
2024-07-31 20:40:03,56%
2024-07-31 20:40:34,56%
2024-07-31 20:41:03,56%
2024-07-31 20:41:34,56%
2024-07-31 20:42:03,55%
2024-07-31 20:42:34,55%
2024-07-31 20:43:03,55%
2024-07-31 20:43:34,55%
2024-07-31 20:44:03,55%
2024-07-31 20:44:34,55%
2024-07-31 20:45:03,55%
2024-07-31 20:45:34,55%
2024-07-31 20:46:03,54%
2024-07-31 20:46:34,54%
2024-07-31 20:47:03,54%
2024-07-31 20:47:34,54%
2024-07-31 20:48:03,53%
2024-07-31 20:48:34,53%
2024-07-31 20:49:03,53%
2024-07-31 20:49:34,53%
2024-07-31 20:50:03,53%
2024-07-31 20:50:35,53%
2024-07-31 20:51:03,53%
2024-07-31 20:51:35,53%
2024-07-31 20:52:03,53%
2024-07-31 20:52:35,52%
2024-07-31 20:53:04,52%
2024-07-31 20:53:35,52%
2024-07-31 20:54:04,52%
2024-07-31 20:54:35,52%
2024-07-31 20:55:04,52%
2024-07-31 20:55:35,52%
2024-07-31 20:56:04,51%
2024-07-31 20:56:35,51%
2024-07-31 20:57:04,51%
2024-07-31 20:57:35,51%
2024-07-31 20:58:04,50%
2024-07-31 20:58:35,50%
2024-07-31 20:59:04,50%
2024-07-31 20:59:35,50%
2024-07-31 21:00:04,47%
2024-07-31 21:00:35,47%
2024-07-31 21:01:04,47%
2024-07-31 21:01:36,47%
2024-07-31 21:02:05,44%
2024-07-31 21:02:36,44%
2024-07-31 21:03:05,44%
2024-07-31 21:03:36,44%
2024-07-31 21:04:05,42%
2024-07-31 21:04:36,42%
2024-07-31 21:05:05,42%
2024-07-31 21:05:36,42%
2024-07-31 21:06:05,39%
2024-07-31 21:06:36,39%
2024-07-31 21:07:05,39%
2024-07-31 21:07:36,39%
2024-07-31 21:08:05,36%
2024-07-31 21:08:36,36%
2024-07-31 21:09:05,36%
2024-07-31 21:09:36,36%
2024-07-31 21:10:05,33%
2024-07-31 21:10:36,33%
2024-07-31 21:11:05,33%
2024-07-31 21:11:36,33%
2024-07-31 21:12:06,30%
2024-07-31 21:12:37,30%
2024-07-31 21:13:06,30%
2024-07-31 21:13:37,30%
2024-07-31 21:14:06,28%
2024-07-31 21:14:37,28%
2024-07-31 21:15:06,28%
2024-07-31 21:15:37,28%
2024-07-31 21:16:06,26%
2024-07-31 21:16:37,26%
2024-07-31 21:17:06,26%
2024-07-31 21:17:37,26%
2024-07-31 21:18:06,24%
2024-07-31 21:18:37,24%
2024-07-31 21:19:06,24%
2024-07-31 21:19:37,24%
2024-07-31 21:20:06,21%
2024-07-31 21:20:37,21%
2024-07-31 21:21:07,21%
2024-07-31 21:21:37,21%
2024-07-31 21:22:07,18%
2024-07-31 21:22:37,17%
2024-07-31 21:23:07,16%
2024-07-31 21:23:37,15%
2024-07-31 21:24:07,15%
2024-07-31 21:24:37,15%
2024-07-31 21:25:07,15%
2024-07-31 21:25:38,15%
2024-07-31 21:26:07,15%
2024-07-31 21:26:38,14%
2024-07-31 21:27:08,14%
2024-07-31 21:27:38,14%
2024-07-31 21:28:08,14%
2024-07-31 21:28:38,14%
2024-07-31 21:29:08,14%
2024-07-31 21:29:38,14%
2024-07-31 21:30:08,14%
2024-07-31 21:30:38,15%
2024-07-31 21:31:08,15%
2024-07-31 21:31:38,15%
2024-07-31 21:32:08,15%
2024-07-31 21:32:38,17%
2024-07-31 21:33:08,17%
2024-07-31 21:33:38,17%
2024-07-31 21:34:08,17%
2024-07-31 21:34:38,18%
2024-07-31 21:35:08,18%
2024-07-31 21:35:38,18%
2024-07-31 21:36:09,20%
2024-07-31 21:36:39,20%
2024-07-31 21:37:09,20%
2024-07-31 21:37:39,20%
2024-07-31 21:38:09,21%
2024-07-31 21:38:39,21%
2024-07-31 21:39:09,21%
2024-07-31 21:39:39,21%
2024-07-31 21:40:09,22%
2024-07-31 21:40:39,22%
2024-07-31 21:41:09,22%
2024-07-31 21:41:39,22%
2024-07-31 21:42:10,22%
2024-07-31 21:42:39,24%
2024-07-31 21:43:10,24%
2024-07-31 21:43:39,24%
2024-07-31 21:44:10,25%
2024-07-31 21:44:39,25%
2024-07-31 21:45:10,25%
2024-07-31 21:45:39,25%
2024-07-31 21:46:10,27%
2024-07-31 21:46:39,27%
2024-07-31 21:47:10,27%
2024-07-31 21:47:39,27%
2024-07-31 21:48:10,28%
2024-07-31 21:48:39,28%
2024-07-31 21:49:10,28%
2024-07-31 21:49:39,28%
2024-07-31 21:50:10,30%
2024-07-31 21:50:40,30%
2024-07-31 21:51:10,30%
2024-07-31 21:51:40,30%
2024-07-31 21:52:11,30%
2024-07-31 21:52:40,32%
2024-07-31 21:53:11,32%
2024-07-31 21:53:40,32%
2024-07-31 21:54:11,34%
2024-07-31 21:54:40,34%
2024-07-31 21:55:11,34%
2024-07-31 21:55:40,34%
2024-07-31 21:56:11,36%
2024-07-31 21:56:40,36%
2024-07-31 21:57:11,36%
2024-07-31 21:57:40,36%
2024-07-31 21:58:11,37%
2024-07-31 21:58:40,37%
2024-07-31 21:59:11,37%
2024-07-31 21:59:40,37%
2024-07-31 22:00:11,39%
2024-07-31 22:00:40,39%
2024-07-31 22:01:11,39%
2024-07-31 22:01:40,39%
2024-07-31 22:02:12,40%
2024-07-31 22:02:40,40%
2024-07-31 22:03:12,40%
2024-07-31 22:03:40,40%
2024-07-31 22:04:12,41%
2024-07-31 22:04:41,41%
2024-07-31 22:05:12,41%
2024-07-31 22:05:41,41%
2024-07-31 22:06:12,43%
2024-07-31 22:06:41,43%
2024-07-31 22:07:12,43%
2024-07-31 22:07:41,43%
2024-07-31 22:08:12,44%
2024-07-31 22:08:41,44%
2024-07-31 22:09:12,44%
2024-07-31 22:09:41,44%
2024-07-31 22:10:12,45%
2024-07-31 22:10:41,45%
2024-07-31 22:11:13,45%
2024-07-31 22:11:41,45%
2024-07-31 22:12:13,47%
2024-07-31 22:12:41,47%
2024-07-31 22:13:13,47%
2024-07-31 22:13:41,47%
2024-07-31 22:14:13,49%
2024-07-31 22:14:41,49%
2024-07-31 22:15:13,49%
2024-07-31 22:15:41,49%
2024-07-31 22:16:13,52%
2024-07-31 22:16:41,52%
2024-07-31 22:17:13,52%
2024-07-31 22:17:42,52%
2024-07-31 22:18:13,54%
2024-07-31 22:18:42,54%
2024-07-31 22:19:13,54%
2024-07-31 22:19:42,54%
2024-07-31 22:20:13,56%
2024-07-31 22:20:42,56%
2024-07-31 22:21:13,56%
2024-07-31 22:21:42,56%
2024-07-31 22:22:13,56%
2024-07-31 22:22:42,58%
2024-07-31 22:23:14,58%
2024-07-31 22:23:42,58%
2024-07-31 22:24:14,61%
2024-07-31 22:24:42,61%
2024-07-31 22:25:14,61%
2024-07-31 22:25:42,61%
2024-07-31 22:26:14,63%
2024-07-31 22:26:42,63%
2024-07-31 22:27:14,63%
2024-07-31 22:27:42,63%
